year,0
1991,0.0
1998,0.0
2004,0.0
2008,0.0
2011,100.0
2012,50.0
2013,-33.333333333333336
2014,0.0
2015,50.0
2016,-33.333333333333336
2017,-50.0
2018,700.0
2019,-87.5
2020,14600.0
2021,12.244897959183664
2022,36.36363636363635
2023,9.333333333333327
2024,36.585365853658544
2025,-34.523809523809526
